,企业代号,firm_code,income,cost,income_invalid,cost_invalid,income_std,cost_std,reputation
244,E368,E368,37213.18590909092,3653.0357831325305,53363.121,58549.435,47667.891885397046,12459.72277447696,3
245,E369,E369,7084.700150000003,4191.489276315787,7737.509285714286,6329.472222222222,2899.9944893436596,8407.18280149574,3
246,E370,E370,4300.319851063833,266.7133333333333,4174.444642857144,249.51,3626.5986223260675,4.439823570068221,1
247,E371,E371,47585.50769230769,2326.8897499999994,50631.54833333334,1146.23,40113.20210589599,5806.505730511962,3
248,E372,E372,3853.138302238808,1699.0195975232186,4490.703200000001,17097.44,3935.3552347431696,4615.504979419556,1
249,E373,E373,12116.536330275234,22771.982511520706,4575.78,41868.20692307692,21273.277274275162,40114.521633037366,1
250,E374,E374,6217.388088235295,15710.080000000002,5356.60711111111,0.0,3095.339994438766,26753.13553015235,2
251,E375,E375,2761.8059383753516,264.15,4340.826999999999,0.0,2843.7059171413725,0.0,2
252,E376,E376,12588.205777777775,2117.8466666666664,30419.903749999998,0.0,14620.170951370186,3210.696808487736,2
253,E377,E377,13441.156379310345,2277.6364814814797,9826.20379310345,1286.4099999999999,18082.563386572423,3758.737879812704,2
254,E378,E378,2946.0792617449656,1720.6668321167874,4823.79453125,3511.828571428571,6592.616223090676,8155.947514769653,3
255,E379,E379,14582.354387096771,3507.6364769647694,4245.1040476190465,8826.498125,18321.829074260277,12418.757578720542,2
256,E380,E380,7389.103072289155,264.15,8935.21,0.0,5434.099906751765,0.0,2
257,E381,E381,18699.916125,47964.054926387216,5969.8099999999995,39837.05017543858,26917.010741026064,90654.51349378093,1
258,E382,E382,5868.788636363633,349.62,0.0,0.0,2057.50487016263,120.87283317602844,3
259,E383,E383,7318.2190090090135,17482.44461538462,8493.796,0.0,4815.983004931115,23971.246012329237,2
260,E384,E384,74221.24851851852,10749.84771186441,77425.992,12662.428181818184,25274.41412230478,16538.08809864153,2
261,E385,E385,39319.869999999995,471.05758620689653,39364.00499999999,2183.395,40350.991676328886,727.4180027263513,3
262,E386,E386,76770.94685185178,460.0428643216084,84867.31500000002,267.42,48093.48050878158,1090.996654011052,3
263,E387,E387,9594.729999999994,419.47333333333336,9662.5075,0.0,1046.7449419785353,269.02790493428995,2
264,E388,E388,3233.5592476489023,320.0466666666667,3990.699428571429,133.98,2782.2718375491145,244.02860435264313,3
265,E389,E389,7327.276507936508,1418.28,9943.2,0.0,4083.763537122288,1388.361738452915,3
266,E390,E390,56720.224285714285,430.33312499999994,0.0,0.0,33686.06588107285,531.9898008761542,2
267,E391,E391,4131.292452830187,279.87333333333333,5012.8615625,0.0,3551.5442198351466,27.233612197674656,2
268,E392,E392,4447.299074889873,494.49396648044683,4744.182727272727,0.0,6757.268593348664,962.913105964162,1
269,E393,E393,1642.9596139705893,16245.648695652173,2180.8311111111116,23094.69,1801.9149898246394,11053.838659141038,3
270,E394,E394,51047.11047619048,1409.9693996247656,22274.23879310345,5772.706666666667,39220.94086834257,5721.172811538612,2
271,E395,E395,20221.28340425532,1743.3981203007509,24600.51333333334,3280.8650000000002,24494.188720689832,3397.2765180498122,3
272,E396,E396,9509.697692307689,2265.992979797979,38925.28199999999,18967.16384615385,20618.77733485456,6068.275646954079,3
273,E397,E397,4925.870909090906,20201.794736842105,3134.8543137254896,0.0,3036.5933469087977,81746.7550237747,2
274,E398,E398,6953.566067415726,1064.7124657534243,0.0,947.57,3603.3080619129505,1274.1798033514874,3
275,E399,E399,29477.333999999995,349.29307692307697,15590.535,0.0,26563.61628454384,705.9349735857569,3
276,E400,E400,6685.639098360657,3965.841875000001,6401.940833333331,0.0,2624.595442727342,10882.824537067707,3
277,E401,E401,8052.069487179488,5905.589285714284,5200.875000000001,0.0,15191.677616423121,8872.770863334854,3
278,E402,E402,21381.344545454547,7253.626315789475,43874.77,0.0,23349.605152407006,3433.7591628551268,3
279,E403,E403,19631.94016393443,837.2852777777783,14079.609999999999,517.965,20558.666581907943,1532.00967043412,3
280,E404,E404,55352.814666666665,32653.894,90909.08999999998,8728.445,38155.13385060425,51828.07055955746,1
281,E405,E405,23657.32,5068.956470588234,9.708499999999999,9433.96,30923.21377851813,4336.15878788609,3
282,E406,E406,34656.935,3684.988653846153,51844.648571428566,0.0,22613.482725129503,6816.020879365411,2
283,E407,E407,59643.3758064516,2622.438175675676,74682.59923076922,1357.28,47719.73489978361,10673.965860802611,1
284,E408,E408,20082.42076923077,1546.2723076923078,19212.946666666667,9708.7,16778.096595894047,2164.142323854225,3
285,E409,E409,2404.7827777777784,3137.314666666666,3119.7772727272722,0.0,2195.0996462611424,2524.9003088491763,3
286,E410,E410,6261.01276923077,159.81600000000003,8708.74,0.0,11581.981428219586,348.8058764076925,3
287,E411,E411,3885.152835820895,2254.6187155963307,4345.283,0.0,3827.6494793441643,9930.090327735646,3
288,E412,E412,2339.801313868612,793.9185542168674,2601.4908333333337,3883.4933333333333,2562.104642155952,1385.8575285546285,3
289,E413,E413,8696.329393939395,394.57596774193564,7780.948571428572,0.0,2079.1049859659256,737.0850589046856,3
290,E414,E414,34280.66999999999,1634.12,43139.15666666666,0.0,34252.04875078658,2013.9302645225828,3
291,E415,E415,410.234375,8571.43,0.0,0.0,372.3679608248847,0.0,3
292,E416,E416,9104.974347826084,15065.947142857143,8737.865,68713.23,1759.1695556473805,26980.644611048316,1
293,E417,E417,26944.986666666664,1220.758976377953,0.0,124.27,33907.56564479772,7410.491488979406,3
294,E418,E418,21291.527,652.0130985915494,8324.656666666666,0.0,28592.12428411161,2070.402901212081,3
295,E419,E419,13018.8675,9218.206298904539,0.0,4593.003846153846,3665.107224182989,57513.31816883483,1
296,E420,E420,628.3357017543859,12421.890463576163,909.0708333333333,4944.049999999999,724.6656729170842,18167.022885185164,3
297,E421,E421,8775.027142857141,1599.6742105263156,0.0,0.0,1568.5436071055008,1349.218879118646,3
298,E422,E422,1000.678148148148,296.4633333333333,432.1666666666667,0.0,1552.3189362073688,127.05997494621717,3
299,E423,E423,12131.066666666666,2906.9590476190474,5601.94,0.0,10278.271673589226,4305.431174707017,3
300,E424,E424,2078.281621621621,10173.195999999998,1825.6366666666665,0.0,3587.3091113608893,15129.873081855589,3
301,E425,E425,8512.621,493.0711206896556,8431.067500000001,1161.635,1871.8615263982533,1072.2601153084736,3
